Variable,Value
makam,segah
form,ilahi
usul,sofyan
title,sordum_sari
composer,
filename,segah--ilahi--sofyan--sordum_sari--.txt
note_count,261
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,316.33716475095787
median_koma53,327.0
std_koma53,61.21658678891115
koma53_range,350
total_unit_duration,32.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1235632183908046
median_unit_duration,0.125
std_unit_duration,0.07061096577772932
most_common_note,D5
most_common_note_count,64
