Variable,Value
makam,huseyni
form,etud
usul,sofyan
title,
composer,hasan_esen
filename,huseyni--etud--sofyan----hasan_esen.txt
note_count,125
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,293.824
median_koma53,327.0
std_koma53,101.70466922386346
koma53_range,359
total_unit_duration,24.0
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.192
median_unit_duration,0.125
std_unit_duration,0.13797936965942736
most_common_note,D5
most_common_note_count,24
