Variable,Value
makam,saba
form,sarki
usul,agirduyek
title,gus_eyle
composer,dede_efendi
filename,saba--sarki--agirduyek--gus_eyle--dede_efendi.txt
note_count,307
unique_note_count,17
minimum_koma53,-1
maximum_koma53,389
mean_koma53,319.0814332247557
median_koma53,336.0
std_koma53,72.88631500896594
koma53_range,390
total_unit_duration,40.25
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.13110749185667753
median_unit_duration,0.125
std_unit_duration,0.10795215611620483
most_common_note,C5
most_common_note_count,48
