Variable,Value
makam,nihavent
form,sarki
usul,duyek
title,bir_ihtimal
composer,osman_nihat_akin
filename,nihavent--sarki--duyek--bir_ihtimal--osman_nihat_akin.txt
note_count,472
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,315.7224576271187
median_koma53,327.0
std_koma53,68.56281143899062
koma53_range,372
total_unit_duration,54.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.11467161016949153
median_unit_duration,0.0625
std_unit_duration,0.08683160362238737
most_common_note,D5
most_common_note_count,94
