Variable,Value
makam,acembuselik
form,kupe
usul,agiraksak
title,istedik
composer,ahmet_avni_konuk
filename,acembuselik--kupe--agiraksak--istedik--ahmet_avni_konuk.txt
note_count,101
unique_note_count,12
minimum_koma53,-1
maximum_koma53,362
mean_koma53,308.9306930693069
median_koma53,332.0
std_koma53,86.09381597138584
koma53_range,363
total_unit_duration,18.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1782178217821782
median_unit_duration,0.125
std_unit_duration,0.10620813094677789
most_common_note,D5
most_common_note_count,17
