Variable,Value
makam,suzinak-zirgule
form,seyir
usul,sofyan
title,
composer,sefik_gurmeric
filename,suzinak-zirgule--seyir--sofyan----sefik_gurmeric.txt
note_count,86
unique_note_count,10
minimum_koma53,-1
maximum_koma53,366
mean_koma53,313.30232558139534
median_koma53,327.0
std_koma53,71.22525490094448
koma53_range,367
total_unit_duration,12.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13953488372093023
median_unit_duration,0.125
std_unit_duration,0.09761607843388223
most_common_note,D5
most_common_note_count,17
