Variable,Value
makam,gerdaniye
form,turku
usul,sofyan
title,karadir_kaslarin
composer,zonguldak
filename,gerdaniye--turku--sofyan--karadir_kaslarin--zonguldak.txt
note_count,183
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,305.7049180327869
median_koma53,318.0
std_koma53,78.83150990373097
koma53_range,359
total_unit_duration,20.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.11065573770491803
median_unit_duration,0.0625
std_unit_duration,0.07948482167205582
most_common_note,C5
most_common_note_count,42
