Variable,Value
makam,tahir
form,turku
usul,ciftesofyan
title,yayla_yollarinda
composer,
filename,tahir--turku--ciftesofyan--yayla_yollarinda--.txt
note_count,383
unique_note_count,12
minimum_koma53,0
maximum_koma53,371
mean_koma53,321.18276762402087
median_koma53,318.0
std_koma53,24.872407716556815
koma53_range,371
total_unit_duration,33.8125
minimum_unit_duration,0.0625
maximum_unit_duration,0.3125
mean_unit_duration,0.08828328981723238
median_unit_duration,0.0625
std_unit_duration,0.043000289572105166
most_common_note,A4
most_common_note_count,113
