Variable,Value
makam,suzinak
form,sarki
usul,aksak
title,hasreti_kadehlerden
composer,rustu_eric
filename,suzinak--sarki--aksak--hasreti_kadehlerden--rustu_eric.txt
note_count,479
unique_note_count,12
minimum_koma53,-1
maximum_koma53,366
mean_koma53,311.7098121085595
median_koma53,327.0
std_koma53,68.78963541972011
koma53_range,367
total_unit_duration,47.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.0983820459290188
median_unit_duration,0.0625
std_unit_duration,0.0702631014241959
most_common_note,D5
most_common_note_count,95
