Variable,Value
makam,suzinak
form,sarki
usul,aksak
title,eski_hali
composer,haci_arif_bey
filename,suzinak--sarki--aksak--eski_hali--haci_arif_bey.txt
note_count,272
unique_note_count,11
minimum_koma53,-1
maximum_koma53,349
mean_koma53,313.75367647058823
median_koma53,327.0
std_koma53,63.09222723699965
koma53_range,350
total_unit_duration,31.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.11580882352941177
median_unit_duration,0.0625
std_unit_duration,0.07022360330119375
most_common_note,D5
most_common_note_count,61
