Variable,Value
makam,rast
form,sarki
usul,devrihindi
title,cesm-i_mahmurun
composer,haci_arif_bey
filename,rast--sarki--devrihindi--cesm-i_mahmurun--haci_arif_bey.txt
note_count,381
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,318.7034120734908
median_koma53,327.0
std_koma53,58.07666180336
koma53_range,372
total_unit_duration,79.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.20931758530183728
median_unit_duration,0.125
std_unit_duration,0.13143674756701793
most_common_note,D5
most_common_note_count,69
