Variable,Value
makam,karcigar
form,sarki
usul,aksak
title,dagda_tavsanlar
composer,haci_arif_bey
filename,karcigar--sarki--aksak--dagda_tavsanlar--haci_arif_bey.txt
note_count,191
unique_note_count,13
minimum_koma53,-1
maximum_koma53,380
mean_koma53,324.30366492146595
median_koma53,327.0
std_koma53,56.58391009142528
koma53_range,381
total_unit_duration,20.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.10602094240837696
median_unit_duration,0.0625
std_unit_duration,0.08509630379021356
most_common_note,D5
most_common_note_count,32
