Variable,Value
makam,neveser
form,sarki
usul,aksak
title,o_guzel
composer,alaeddin_yavasca
filename,neveser--sarki--aksak--o_guzel--alaeddin_yavasca.txt
note_count,855
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.2187134502924
median_koma53,327.0
std_koma53,52.30031838136839
koma53_range,372
total_unit_duration,78.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.09210526315789473
median_unit_duration,0.0625
std_unit_duration,0.05819839946101034
most_common_note,D5
most_common_note_count,152
