Variable,Value
makam,beyati
form,seyir
usul,semai
title,1
composer,rauf_yekta
filename,beyati--seyir--semai--1--rauf_yekta.txt
note_count,83
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,319.8433734939759
median_koma53,327.0
std_koma53,52.10554062756194
koma53_range,359
total_unit_duration,24.0
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.2891566265060241
median_unit_duration,0.25
std_unit_duration,0.12022544695611584
most_common_note,D5
most_common_note_count,20
