Variable,Value
makam,huzzam
form,sarki
usul,agiraksak
title,ey_sabah-i
composer,leyla_saz
filename,huzzam--sarki--agiraksak--ey_sabah-i--leyla_saz.txt
note_count,646
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,316.5402476780186
median_koma53,327.0
std_koma53,66.26075403207996
koma53_range,372
total_unit_duration,71.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.11126160990712074
median_unit_duration,0.0625
std_unit_duration,0.07186547281435318
most_common_note,D5
most_common_note_count,155
