Variable,Value
makam,mustear
form,sarki
usul,semai
title,yare_faset
composer,serif_muhittin_targan
filename,mustear--sarki--semai--yare_faset--serif_muhittin_targan.txt
note_count,320
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,323.84375
median_koma53,327.0
std_koma53,54.84329878508489
koma53_range,372
total_unit_duration,72.25
minimum_unit_duration,0.08333333333333333
maximum_unit_duration,0.75
mean_unit_duration,0.22578125
median_unit_duration,0.125
std_unit_duration,0.15311776927247908
most_common_note,D5
most_common_note_count,54
