Variable,Value
makam,acemkurdi
form,turku
usul,duyek
title,ham_meyveyi
composer,
filename,acemkurdi--turku--duyek--ham_meyveyi--.txt
note_count,509
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,309.6267190569745
median_koma53,336.0
std_koma53,90.60176203963509
koma53_range,359
total_unit_duration,84.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16527504911591356
median_unit_duration,0.125
std_unit_duration,0.08210279581690447
most_common_note,E5
most_common_note_count,108
