Variable,Value
makam,rast
form,sarki
usul,turkaksagi
title,asude_fikrim
composer,hafiz_yusuf_efendi
filename,rast--sarki--turkaksagi--asude_fikrim--hafiz_yusuf_efendi.txt
note_count,235
unique_note_count,16
minimum_koma53,-1
maximum_koma53,362
mean_koma53,304.73617021276596
median_koma53,318.0
std_koma53,72.83019832932527
koma53_range,363
total_unit_duration,27.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1175531914893617
median_unit_duration,0.125
std_unit_duration,0.06771311987361629
most_common_note,D5
most_common_note_count,44
