Variable,Value
makam,kurdilihicazkar
form,sarki
usul,agiraksak
title,koparan_sinemi
composer,bimen_sen
filename,kurdilihicazkar--sarki--agiraksak--koparan_sinemi--bimen_sen.txt
note_count,582
unique_note_count,18
minimum_koma53,-1
maximum_koma53,380
mean_koma53,329.03951890034364
median_koma53,331.0
std_koma53,37.21080319567074
koma53_range,381
total_unit_duration,72.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.12371134020618557
median_unit_duration,0.125
std_unit_duration,0.0951677053882279
most_common_note,G5
most_common_note_count,86
