Variable,Value
makam,hicaz
form,sarki
usul,aksak
title,can_hasta
composer,ahmet_rasim_bey
filename,hicaz--sarki--aksak--can_hasta--ahmet_rasim_bey.txt
note_count,423
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,299.30260047281325
median_koma53,322.0
std_koma53,86.05207928151273
koma53_range,381
total_unit_duration,40.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.09604018912529551
median_unit_duration,0.0625
std_unit_duration,0.07885071896315722
most_common_note,D5
most_common_note_count,74
