Variable,Value
makam,mahur
form,sarki
usul,agiraksak
title,sen_gul
composer,tanburi_cemil_bey
filename,mahur--sarki--agiraksak--sen_gul--tanburi_cemil_bey.txt
note_count,516
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,312.9321705426357
median_koma53,336.0
std_koma53,85.42024754823605
koma53_range,372
total_unit_duration,71.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.13929263565891473
median_unit_duration,0.125
std_unit_duration,0.08294376749955595
most_common_note,G5
most_common_note_count,77
