Variable,Value
makam,sehnaz
form,aranagme
usul,sofyan
title,1
composer,
filename,sehnaz--aranagme--sofyan--1--.txt
note_count,163
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,311.8282208588957
median_koma53,341.0
std_koma53,101.25701287050242
koma53_range,372
total_unit_duration,16.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.09969325153374232
median_unit_duration,0.0625
std_unit_duration,0.06388814794626811
most_common_note,A5
most_common_note_count,24
