Variable,Value
makam,saba
form,sarki
usul,senginsemai
title,sahilde_saba_ruzgari
composer,mustafa_nafiz_irmak
filename,saba--sarki--senginsemai--sahilde_saba_ruzgari--mustafa_nafiz_irmak.txt
note_count,711
unique_note_count,15
minimum_koma53,-1
maximum_koma53,349
mean_koma53,313.41912798874824
median_koma53,312.0
std_koma53,19.578699976240816
koma53_range,350
total_unit_duration,82.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11533052039381153
median_unit_duration,0.0625
std_unit_duration,0.09258811653264225
most_common_note,C5
most_common_note_count,188
