Variable,Value
makam,hicaz_uzzal
form,sarki
usul,duyek
title,muhabbet_bagina
composer,sadettin_kaynak
filename,hicaz_uzzal--sarki--duyek--muhabbet_bagina--sadettin_kaynak.txt
note_count,259
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,301.4633204633205
median_koma53,336.0
std_koma53,95.60542299059641
koma53_range,368
total_unit_duration,38.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1472007722007722
median_unit_duration,0.125
std_unit_duration,0.11406377516811787
most_common_note,E5
most_common_note_count,60
