Variable,Value
makam,huzzam
form,aranagme
usul,agiraksak
title,1
composer,
filename,huzzam--aranagme--agiraksak--1--.txt
note_count,186
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,332.4193548387097
median_koma53,333.0
std_koma53,38.33869616151937
koma53_range,381
total_unit_duration,18.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09811827956989247
median_unit_duration,0.0625
std_unit_duration,0.06652438682490448
most_common_note,D5
most_common_note_count,33
