Variable,Value
makam,buselik
form,beste
usul,hafif
title,her_gordugu
composer,itri
filename,buselik--beste--hafif--her_gordugu--itri.txt
note_count,97
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,308.9381443298969
median_koma53,318.0
std_koma53,74.5881489739084
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16494845360824742
median_unit_duration,0.125
std_unit_duration,0.10292972634420097
most_common_note,C5
most_common_note_count,17
