Variable,Value
makam,karcigar
form,sarki
usul,agiraksak
title,dinle_aklin
composer,haci_arif_bey
filename,karcigar--sarki--agiraksak--dinle_aklin--haci_arif_bey.txt
note_count,362
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.20165745856355
median_koma53,333.0
std_koma53,73.34271011790555
koma53_range,372
total_unit_duration,45.125
minimum_unit_duration,0.0625
maximum_unit_duration,2.25
mean_unit_duration,0.12465469613259668
median_unit_duration,0.0625
std_unit_duration,0.14300658932396654
most_common_note,G5
most_common_note_count,68
