Variable,Value
makam,ussak
form,sarki
usul,duyek
title,anar_omrumce
composer,sukru_tunar
filename,ussak--sarki--duyek--anar_omrumce--sukru_tunar.txt
note_count,589
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,310.00679117147706
median_koma53,318.0
std_koma53,56.326972623761854
koma53_range,359
total_unit_duration,58.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09868421052631579
median_unit_duration,0.0625
std_unit_duration,0.08234744248436159
most_common_note,C5
most_common_note_count,147
