Variable,Value
makam,nihavent
form,sarki
usul,curcuna
title,gonul_nedir
composer,sadettin_kaynak
filename,nihavent--sarki--curcuna--gonul_nedir--sadettin_kaynak.txt
note_count,409
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,313.640586797066
median_koma53,327.0
std_koma53,63.672803438312975
koma53_range,363
total_unit_duration,78.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.1928484107579462
median_unit_duration,0.125
std_unit_duration,0.13171329623677464
most_common_note,D5
most_common_note_count,89
