Variable,Value
makam,ussak
form,ilahi
usul,dolap
title,benim_adim
composer,
filename,ussak--ilahi--dolap--benim_adim--.txt
note_count,73
unique_note_count,5
minimum_koma53,0
maximum_koma53,327
mean_koma53,307.7808219178082
median_koma53,312.0
std_koma53,37.16937455581711
koma53_range,327
total_unit_duration,12.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.1660958904109589
median_unit_duration,0.125
std_unit_duration,0.06606103330833996
most_common_note,B4b1
most_common_note_count,28
