Variable,Value
makam,rast
form,sarki
usul,duyek
title,yemin_ettim
composer,selahattin_inal
filename,rast--sarki--duyek--yemin_ettim--selahattin_inal.txt
note_count,513
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,304.0
median_koma53,327.0
std_koma53,85.48293415208676
koma53_range,372
total_unit_duration,60.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11720272904483431
median_unit_duration,0.0625
std_unit_duration,0.09887323451245254
most_common_note,D5
most_common_note_count,83
