Variable,Value
makam,huzzam
form,sarki
usul,nimsofyan
title,gezdigim_dikenli
composer,kadri_sencalar
filename,huzzam--sarki--nimsofyan--gezdigim_dikenli--kadri_sencalar.txt
note_count,213
unique_note_count,7
minimum_koma53,-1
maximum_koma53,358
mean_koma53,329.51173708920186
median_koma53,333.0
std_koma53,52.4373489903723
koma53_range,359
total_unit_duration,19.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09272300469483569
median_unit_duration,0.0625
std_unit_duration,0.06299321238306575
most_common_note,G5
most_common_note_count,51
