Variable,Value
makam,beyatiaraban
form,sazsemaisi
usul,aksaksemai
title,
composer,rauf_yekta
filename,beyatiaraban--sazsemaisi--aksaksemai----rauf_yekta.txt
note_count,391
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,321.17135549872125
median_koma53,336.0
std_koma53,68.84664338654288
koma53_range,372
total_unit_duration,47.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.12052429667519182
median_unit_duration,0.125
std_unit_duration,0.07076695265196241
most_common_note,G5
most_common_note_count,57
