Variable,Value
makam,sedaraban
form,agirsemai
usul,aksaksemai
title,nedir_murad-i
composer,sadullah_aga
filename,sedaraban--agirsemai--aksaksemai--nedir_murad-i--sadullah_aga.txt
note_count,355
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.46478873239437
median_koma53,327.0
std_koma53,50.535111412540076
koma53_range,372
total_unit_duration,38.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.10950704225352113
median_unit_duration,0.0625
std_unit_duration,0.0635666324275258
most_common_note,D5
most_common_note_count,78
