Variable,Value
makam,karcigar
form,sazsemaisi
usul,aksaksemai
title,
composer,kanuni_omer_efendi
filename,karcigar--sazsemaisi--aksaksemai----kanuni_omer_efendi.txt
note_count,404
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,313.9777227722772
median_koma53,333.0
std_koma53,84.05679870302502
koma53_range,372
total_unit_duration,49.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.12159653465346534
median_unit_duration,0.125
std_unit_duration,0.08821282120071812
most_common_note,F5#4
most_common_note_count,67
