Variable,Value
makam,hicaz
form,turku
usul,nimsofyan
title,acil_ey
composer,
filename,hicaz--turku--nimsofyan--acil_ey--.txt
note_count,285
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,318.5438596491228
median_koma53,336.0
std_koma53,71.23816189657597
koma53_range,359
total_unit_duration,24.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.08508771929824561
median_unit_duration,0.0625
std_unit_duration,0.05274635131956108
most_common_note,E5
most_common_note_count,64
