Variable,Value
makam,hisarbuselik
form,sarki
usul,aksak
title,beni_de_alin
composer,selahaddin_pinar
filename,hisarbuselik--sarki--aksak--beni_de_alin--selahaddin_pinar.txt
note_count,460
unique_note_count,19
minimum_koma53,-1
maximum_koma53,380
mean_koma53,321.4173913043478
median_koma53,336.0
std_koma53,70.70568445698439
koma53_range,381
total_unit_duration,58.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.12744565217391304
median_unit_duration,0.125
std_unit_duration,0.06892960621433654
most_common_note,E5
most_common_note_count,83
