Variable,Value
makam,lalegul
form,sazsemaisi
usul,tekvurus
title,
composer,rustu_eric
filename,lalegul--sazsemaisi--tekvurus----rustu_eric.txt
note_count,454
unique_note_count,19
minimum_koma53,-1
maximum_koma53,362
mean_koma53,304.86563876651985
median_koma53,327.0
std_koma53,81.08789556937103
koma53_range,363
total_unit_duration,60.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.13381057268722468
median_unit_duration,0.125
std_unit_duration,0.07707855872213973
most_common_note,D5
most_common_note_count,62
