Variable,Value
makam,neva
form,murabba
usul,muhammes
title,zeyn_eden
composer,dede_efendi
filename,neva--murabba--muhammes--zeyn_eden--dede_efendi.txt
note_count,893
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,309.53751399776036
median_koma53,336.0
std_koma53,91.58132454775094
koma53_range,372
total_unit_duration,127.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.14249720044792832
median_unit_duration,0.125
std_unit_duration,0.08799137329684616
most_common_note,D5
most_common_note_count,166
