Variable,Value
makam,rast
form,kanto
usul,semai
title,otomobilim_suratli
composer,muallim_ismail_hakki_bey
filename,rast--kanto--semai--otomobilim_suratli--muallim_ismail_hakki_bey.txt
note_count,108
unique_note_count,12
minimum_koma53,-1
maximum_koma53,358
mean_koma53,288.6203703703704
median_koma53,318.0
std_koma53,99.20287130233629
koma53_range,359
total_unit_duration,31.5
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.2916666666666667
median_unit_duration,0.25
std_unit_duration,0.16917888558299113
most_common_note,D5
most_common_note_count,20
