Variable,Value
makam,nihavent
form,sazsemaisi
usul,aksaksemai
title,
composer,refik_fersan
filename,nihavent--sazsemaisi--aksaksemai----refik_fersan.txt
note_count,575
unique_note_count,20
minimum_koma53,-1
maximum_koma53,384
mean_koma53,311.2695652173913
median_koma53,327.0
std_koma53,78.77245509609551
koma53_range,385
total_unit_duration,82.75
minimum_unit_duration,0.03125
maximum_unit_duration,1.5
mean_unit_duration,0.14391304347826087
median_unit_duration,0.125
std_unit_duration,0.18435244195595282
most_common_note,D5
most_common_note_count,72
