Variable,Value
makam,ussak
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,ussak--seyir--sofyan--1--erol_bingol.txt
note_count,54
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,314.55555555555554
median_koma53,318.0
std_koma53,46.185298104551514
koma53_range,359
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14814814814814814
median_unit_duration,0.125
std_unit_duration,0.1032321815055399
most_common_note,C5
most_common_note_count,10
