Variable,Value
makam,segah
form,turku
usul,nimsofyan
title,acilir_gonca_gul
composer,erol_sayan
filename,segah--turku--nimsofyan--acilir_gonca_gul--erol_sayan.txt
note_count,358
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,290.55027932960894
median_koma53,322.5
std_koma53,102.70632844125302
koma53_range,359
total_unit_duration,36.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.10125698324022346
median_unit_duration,0.0625
std_unit_duration,0.05616874729230013
most_common_note,D5
most_common_note_count,95
