Variable,Value
makam,evic
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,evic--seyir--sofyan--1--sefik_gurmeric.txt
note_count,83
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.6144578313253
median_koma53,327.0
std_koma53,88.56757532064474
koma53_range,372
total_unit_duration,12.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14457831325301204
median_unit_duration,0.125
std_unit_duration,0.09609749501594567
most_common_note,D5
most_common_note_count,12
