Variable,Value
makam,nihavent
form,sarki
usul,turkaksagi
title,ben_buy-i
composer,haci_arif_bey
filename,nihavent--sarki--turkaksagi--ben_buy-i--haci_arif_bey.txt
note_count,539
unique_note_count,17
minimum_koma53,-1
maximum_koma53,362
mean_koma53,317.012987012987
median_koma53,327.0
std_koma53,51.05869698047236
koma53_range,363
total_unit_duration,50.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09299628942486085
median_unit_duration,0.0625
std_unit_duration,0.06346099104154895
most_common_note,D5
most_common_note_count,90
