Variable,Value
makam,kurdilihicazkar
form,sarki
usul,musemmen
title,ben_esiri
composer,selanikli_ahmed_bey
filename,kurdilihicazkar--sarki--musemmen--ben_esiri--selanikli_ahmed_bey.txt
note_count,338
unique_note_count,16
minimum_koma53,287
maximum_koma53,366
mean_koma53,332.7573964497041
median_koma53,335.0
std_koma53,17.847200655647786
koma53_range,79
total_unit_duration,40.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.11834319526627218
median_unit_duration,0.125
std_unit_duration,0.07413616651144166
most_common_note,G5
most_common_note_count,59
