Variable,Value
makam,ussak
form,turku
usul,nimsofyan
title,yine_gam
composer,
filename,ussak--turku--nimsofyan--yine_gam--.txt
note_count,453
unique_note_count,5
minimum_koma53,-1
maximum_koma53,336
mean_koma53,301.91169977924943
median_koma53,318.0
std_koma53,76.88703453526142
koma53_range,337
total_unit_duration,40.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.08885209713024282
median_unit_duration,0.0625
std_unit_duration,0.05146397895073671
most_common_note,D5
most_common_note_count,132
