Variable,Value
makam,evic
form,rumeliturkusu
usul,curcuna
title,calin_davullari
composer,rumeli
filename,evic--rumeliturkusu--curcuna--calin_davullari--rumeli.txt
note_count,887
unique_note_count,16
minimum_koma53,-1
maximum_koma53,358
mean_koma53,314.01803833145436
median_koma53,313.0
std_koma53,26.67346462091876
koma53_range,359
total_unit_duration,120.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.1354284103720406
median_unit_duration,0.125
std_unit_duration,0.09597632858117516
most_common_note,B4b1
most_common_note_count,140
