Variable,Value
makam,evcara
form,seyir
usul,semai
title,1
composer,rauf_yekta
filename,evcara--seyir--semai--1--rauf_yekta.txt
note_count,73
unique_note_count,12
minimum_koma53,-1
maximum_koma53,366
mean_koma53,317.5753424657534
median_koma53,344.0
std_koma53,79.14805356773876
koma53_range,367
total_unit_duration,24.0
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.3287671232876712
median_unit_duration,0.25
std_unit_duration,0.12927893191639125
most_common_note,F5#4
most_common_note_count,17
