Variable,Value
makam,tahir
form,turku
usul,musemmen_ii
title,alli_durnam
composer,kirikkale-keskin
filename,tahir--turku--musemmen_ii--alli_durnam--kirikkale-keskin.txt
note_count,647
unique_note_count,10
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.4945904173107
median_koma53,318.0
std_koma53,57.275253749357965
koma53_range,372
total_unit_duration,48.0625
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.07428516228748068
median_unit_duration,0.0625
std_unit_duration,0.037695838220285924
most_common_note,A4
most_common_note_count,184
