Variable,Value
makam,vecdidil
form,turku
usul,nimsofyan
title,gozlerin_tahrirlidir
composer,ruhi_ayangil
filename,vecdidil--turku--nimsofyan--gozlerin_tahrirlidir--ruhi_ayangil.txt
note_count,764
unique_note_count,24
minimum_koma53,-1
maximum_koma53,389
mean_koma53,312.3743455497382
median_koma53,327.0
std_koma53,56.93829795041186
koma53_range,390
total_unit_duration,71.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09325916230366492
median_unit_duration,0.0625
std_unit_duration,0.052235066856663924
most_common_note,E5
most_common_note_count,147
