Variable,Value
makam,mahur
form,pesrev
usul,duyek
title,
composer,gazi_giray_han
filename,mahur--pesrev--duyek----gazi_giray_han.txt
note_count,750
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,331.74
median_koma53,345.0
std_koma53,58.17732549371909
koma53_range,381
total_unit_duration,106.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1415
median_unit_duration,0.125
std_unit_duration,0.05441382623912151
most_common_note,G5
most_common_note_count,166
