Variable,Value
makam,ferahnak
form,sarki
usul,senginsemai
title,askinla_harab
composer,artaki_candan
filename,ferahnak--sarki--senginsemai--askinla_harab--artaki_candan.txt
note_count,381
unique_note_count,20
minimum_koma53,-1
maximum_koma53,375
mean_koma53,325.1968503937008
median_koma53,327.0
std_koma53,34.93626664221551
koma53_range,376
total_unit_duration,54.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.14238845144356954
median_unit_duration,0.08333333333333333
std_unit_duration,0.12759138934043995
most_common_note,D5
most_common_note_count,52
