Variable,Value
makam,rast
form,sarki
usul,duyek
title,senin_askinla_cakoldum
composer,basmaci_abdi_efendi
filename,rast--sarki--duyek--senin_askinla_cakoldum--basmaci_abdi_efendi.txt
note_count,257
unique_note_count,16
minimum_koma53,-1
maximum_koma53,358
mean_koma53,311.60700389105057
median_koma53,318.0
std_koma53,58.159173670229286
koma53_range,359
total_unit_duration,32.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.125
median_unit_duration,0.125
std_unit_duration,0.07457766832826869
most_common_note,B4b1
most_common_note_count,50
