Variable,Value
makam,hicaz
form,turku
usul,turkaksagi
title,ben_seni
composer,trabzon
filename,hicaz--turku--turkaksagi--ben_seni--trabzon.txt
note_count,86
unique_note_count,7
minimum_koma53,0
maximum_koma53,349
mean_koma53,324.1511627906977
median_koma53,327.0
std_koma53,37.68055121423361
koma53_range,349
total_unit_duration,11.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.13226744186046513
median_unit_duration,0.125
std_unit_duration,0.09014826668505672
most_common_note,E5
most_common_note_count,25
