Variable,Value
makam,sevkefza
form,sarki
usul,semai
title,geldik_gidiyoruz
composer,omer_dilek
filename,sevkefza--sarki--semai--geldik_gidiyoruz--omer_dilek.txt
note_count,394
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,308.1928934010152
median_koma53,318.0
std_koma53,71.75767356367577
koma53_range,372
total_unit_duration,120.25
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.3052030456852792
median_unit_duration,0.25
std_unit_duration,0.23703310210173698
most_common_note,B4b5
most_common_note_count,46
