Variable,Value
makam,muhayyer
form,turku
usul,nimsofyan
title,bir_nazar
composer,kirsehir
filename,muhayyer--turku--nimsofyan--bir_nazar--kirsehir.txt
note_count,613
unique_note_count,10
minimum_koma53,-1
maximum_koma53,365
mean_koma53,318.1305057096248
median_koma53,327.0
std_koma53,67.98007156492702
koma53_range,366
total_unit_duration,54.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.08849918433931485
median_unit_duration,0.0625
std_unit_duration,0.046784589273084966
most_common_note,D5
most_common_note_count,128
