Variable,Value
makam,rast
form,sarki
usul,aksak
title,mukedder_derd-i
composer,haci_arif_bey
filename,rast--sarki--aksak--mukedder_derd-i--haci_arif_bey.txt
note_count,375
unique_note_count,14
minimum_koma53,-1
maximum_koma53,349
mean_koma53,299.14666666666665
median_koma53,313.0
std_koma53,70.68096835066369
koma53_range,350
total_unit_duration,49.625
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.13233333333333333
median_unit_duration,0.125
std_unit_duration,0.12702394436509887
most_common_note,B4b1
most_common_note_count,68
