Variable,Value
makam,sevkefza
form,sarki
usul,aksak
title,ey_serv-i
composer,iii_selim
filename,sevkefza--sarki--aksak--ey_serv-i--iii_selim.txt
note_count,326
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,312.35276073619633
median_koma53,323.0
std_koma53,60.86915178075616
koma53_range,372
total_unit_duration,31.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.09700920245398773
median_unit_duration,0.0625
std_unit_duration,0.07025139412561669
most_common_note,F5
most_common_note_count,45
