Variable,Value
makam,segah
form,turku
usul,sofyan
title,acem_ulkesinde
composer,erzurum
filename,segah--turku--sofyan--acem_ulkesinde--erzurum.txt
note_count,341
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,307.75953079178885
median_koma53,327.0
std_koma53,75.64083633945447
koma53_range,350
total_unit_duration,30.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.08870967741935484
median_unit_duration,0.0625
std_unit_duration,0.04247515737825348
most_common_note,D5
most_common_note_count,122
