Variable,Value
makam,sehnaz
form,longa
usul,sofyan
title,
composer,santuri_ethem_efendi
filename,sehnaz--longa--sofyan----santuri_ethem_efendi.txt
note_count,509
unique_note_count,19
minimum_koma53,-1
maximum_koma53,380
mean_koma53,330.9666011787819
median_koma53,336.0
std_koma53,46.17674944611765
koma53_range,381
total_unit_duration,48.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.09479371316306483
median_unit_duration,0.0625
std_unit_duration,0.06123272639090978
most_common_note,E5
most_common_note_count,78
