Variable,Value
makam,hicaz
form,sarki
usul,agiraksak
title,hali_nezimde
composer,sevki_bey
filename,hicaz--sarki--agiraksak--hali_nezimde--sevki_bey.txt
note_count,338
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,315.6775147928994
median_koma53,327.0
std_koma53,65.08086385487073
koma53_range,372
total_unit_duration,53.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.15828402366863906
median_unit_duration,0.125
std_unit_duration,0.11970140562908221
most_common_note,D5
most_common_note_count,77
