Variable,Value
makam,tahir
form,turku
usul,kapali_curcuna
title,don_beri
composer,urfa
filename,tahir--turku--kapali_curcuna--don_beri--urfa.txt
note_count,297
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,313.85185185185185
median_koma53,327.0
std_koma53,75.78908057718297
koma53_range,372
total_unit_duration,50.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.16877104377104377
median_unit_duration,0.125
std_unit_duration,0.11269279922223067
most_common_note,C5
most_common_note_count,48
