Variable,Value
makam,rast
form,sarki
usul,duyek
title,gittigin_yollari
composer,ali_senozan
filename,rast--sarki--duyek--gittigin_yollari--ali_senozan.txt
note_count,232
unique_note_count,11
minimum_koma53,-1
maximum_koma53,366
mean_koma53,316.7068965517241
median_koma53,327.0
std_koma53,65.56771949425695
koma53_range,367
total_unit_duration,28.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.12122844827586207
median_unit_duration,0.0625
std_unit_duration,0.11965402447253291
most_common_note,D5
most_common_note_count,58
